O que é a AWS?|Uma plataforma de jogos|Um serviço de email|Uma plataforma de computação em nuvem|Um sistema operacional|2
Qual serviço da AWS permite a criação de aplicações móveis e web em tempo real sem gerenciar servidores?|AWS AppSync|Amazon S3|AWS Lambda|Amazon EC2|0
Qual serviço da AWS oferece uma solução de análise de logs em tempo real?|Amazon Kinesis Data Firehose|Amazon CloudWatch Logs|AWS CloudTrail|AWS Glue|1
Qual serviço da AWS é usado para análise de dados de streaming em tempo real?|Amazon Kinesis Data Analytics|AWS Glue|Amazon EMR|Amazon Athena|0
Qual serviço da AWS oferece uma solução de aprendizado de máquina gerenciado, incluindo construção, treinamento e implantação de modelos?|Amazon SageMaker|Amazon Lex|Amazon Comprehend|Amazon Rekognition|0
Qual serviço da AWS permite a criação de arquiteturas de microserviços com API Gateway e Lambda?|AWS CloudFormation|AWS Lambda|Amazon API Gateway|Amazon ECS|2
Qual serviço da AWS oferece uma solução de DNS escalável e altamente disponível?|Amazon Route 53|AWS CloudFront|AWS Direct Connect|Amazon VPC|0
Qual serviço da AWS permite a criação de uma rede global privada?|AWS Direct Connect|Amazon VPC|AWS CloudFront|AWS Global Accelerator|3
Qual serviço da AWS permite a execução de contêineres sem gerenciar servidores?|AWS Fargate|Amazon ECS|AWS Lambda|Amazon EKS|0
Qual serviço da AWS oferece uma solução de monitoramento contínuo para detectar atividades suspeitas?|Amazon GuardDuty|AWS Shield|AWS WAF|Amazon Inspector|0
Qual serviço da AWS permite a criação de aplicações de chat em tempo real?|Amazon Chime|Amazon SNS|AWS Lambda|Amazon Connect|0
Qual serviço da AWS oferece uma solução de armazenamento em cache para melhorar o desempenho de aplicações?|Amazon ElastiCache|Amazon RDS|Amazon DynamoDB|Amazon CloudFront|0
Qual serviço da AWS é usado para gerenciar identidades e acessos com autenticação multifator?|AWS IAM|AWS Shield|AWS Config|Amazon GuardDuty|0
Qual serviço da AWS permite a criação de dashboards personalizados para monitoramento de métricas?|Amazon CloudWatch|AWS Config|AWS CloudTrail|AWS IAM|0
Qual serviço da AWS oferece uma solução de banco de dados NoSQL altamente escalável?|Amazon DynamoDB|Amazon RDS|Amazon Aurora|Amazon Redshift|0
Qual serviço da AWS permite a criação e gerenciamento de redes virtuais na nuvem?|Amazon VPC|AWS IAM|Amazon S3|AWS CloudFront|0
Qual serviço da AWS permite a execução de tarefas de computação sem provisionar servidores?|AWS Lambda|Amazon EC2|Amazon RDS|AWS CloudTrail|0
Qual serviço da AWS oferece uma solução de análise de dados de streaming em tempo real?|Amazon Kinesis Data Streams|AWS Glue|Amazon EMR|Amazon Athena|0
Qual serviço da AWS permite a criação de pipelines de entrega contínua para desenvolvimento de software?|AWS CodePipeline|AWS CodeDeploy|AWS CodeBuild|AWS CodeCommit|0
Qual serviço da AWS permite a coleta e visualização de logs de sistemas e aplicativos?|Amazon CloudWatch Logs|AWS CloudTrail|AWS IAM|AWS Config|0
Qual serviço da AWS oferece uma solução de banco de dados gerenciado para documentos JSON?|Amazon DocumentDB|Amazon DynamoDB|Amazon RDS|Amazon S3|0
Qual serviço da AWS oferece uma camada de cache na frente de bancos de dados para melhorar o desempenho?|Amazon ElastiCache|Amazon RDS|Amazon DynamoDB|Amazon CloudFront|0
Qual serviço da AWS permite a distribuição de conteúdo estático e dinâmico de maneira rápida e segura?|Amazon CloudFront|AWS Direct Connect|Amazon S3|Elastic Load Balancing|0
Qual serviço da AWS é usado para provisionamento e gerenciamento de infraestrutura como código?|AWS CloudFormation|AWS Config|AWS CloudTrail|AWS Systems Manager|0
Qual serviço da AWS permite a criação de aplicações baseadas em mensagens e eventos?|Amazon SNS|Amazon SQS|AWS Lambda|Amazon EventBridge|3
Qual serviço da AWS oferece uma solução de gerenciamento de custos e utilização de recursos?|AWS Cost Explorer|AWS Budgets|AWS Pricing Calculator|AWS Organizations|0
Qual serviço da AWS permite a criação de fluxos de trabalho serverless que orquestram múltiplos serviços da AWS?|AWS Step Functions|AWS Lambda|Amazon EventBridge|Amazon SNS|0
Qual serviço da AWS oferece uma solução de gerenciamento de certificados SSL/TLS?|AWS Certificate Manager|AWS IAM|Amazon CloudFront|AWS WAF|0
Qual serviço da AWS permite a transferência segura de dados entre dispositivos locais e a AWS?|AWS DataSync|AWS Snowball|AWS Transfer for SFTP|Amazon S3|0
Qual serviço da AWS é usado para migração de bancos de dados para a nuvem?|AWS DMS|Amazon RDS|AWS Glue|AWS Data Pipeline|0
Qual serviço da AWS é utilizado para criar redes privadas virtuais?|Amazon VPC|AWS IAM|Amazon S3|AWS CloudFront|0
Qual serviço da AWS permite a análise de dados em tempo real usando SQL?|Amazon Kinesis Data Analytics|Amazon Athena|AWS Glue|Amazon Redshift|0
Qual serviço da AWS fornece uma solução de machine learning para análise de sentimentos?|Amazon Comprehend|Amazon SageMaker|Amazon Rekognition|Amazon Polly|0
Qual serviço da AWS permite a interação com clientes através de chatbots?|Amazon Lex|Amazon Polly|Amazon Comprehend|Amazon Rekognition|0
Qual serviço da AWS oferece uma solução de segurança para proteger aplicações web contra exploits comuns?|AWS WAF|AWS Shield|Amazon GuardDuty|AWS IAM|0
Qual serviço da AWS permite a automação de tarefas de TI e gerenciamento de recursos?|AWS Systems Manager|AWS Config|AWS CloudTrail|AWS CloudFormation|0
Qual serviço da AWS oferece uma solução de banco de dados em memória para latência ultra baixa?|Amazon ElastiCache|Amazon RDS|Amazon DynamoDB|Amazon Redshift|0
Qual serviço da AWS permite a execução de consultas SQL diretamente em dados armazenados no Amazon S3?|Amazon Athena|Amazon Redshift|Amazon EMR|Amazon RDS|0
Qual serviço da AWS oferece uma solução de armazenamento de arquivos altamente disponível e escalável?|Amazon EFS|Amazon S3|Amazon EBS|AWS Storage Gateway|1
Qual serviço da AWS é utilizado para criar e gerenciar redes de entrega de conteúdo (CDN)?|Amazon CloudFront|AWS WAF|Amazon S3|AWS Direct Connect|0
Qual serviço da AWS permite a implementação de bancos de dados relacionais escaláveis e de alta performance?|Amazon Aurora|Amazon RDS|Amazon DynamoDB|Amazon Redshift|0
Qual serviço da AWS oferece uma solução de controle de acesso granular para recursos na nuvem?|AWS IAM|AWS Shield|AWS Config|Amazon GuardDuty|0
Qual serviço da AWS é utilizado para criar e gerenciar clusters de Kubernetes?|Amazon EKS|Amazon ECS|AWS Fargate|AWS Lambda|0
Qual serviço da AWS oferece uma solução de análise de big data com Apache Spark?|Amazon EMR|AWS Glue|Amazon Athena|Amazon Redshift|0
Qual serviço da AWS permite a integração de aplicativos com serviços de mensagens?|Amazon SQS|Amazon SNS|Amazon MQ|Amazon EventBridge|2
Qual serviço da AWS é utilizado para monitoramento de segurança e conformidade de contas da AWS?|Amazon GuardDuty|AWS Shield|AWS Config|AWS CloudTrail|0
Qual serviço da AWS oferece uma solução de gerenciamento de identidades e acessos para aplicações web e móveis?|Amazon Cognito|AWS IAM|Amazon S3|AWS CloudFront|0
Qual serviço da AWS permite a criação de serviços RESTful APIs escaláveis e seguras?|Amazon API Gateway|AWS Lambda|Amazon CloudFront|AWS WAF|0
Qual serviço da AWS oferece uma solução de análise de logs centralizada?|Amazon CloudWatch Logs|AWS CloudTrail|AWS Config|AWS Systems Manager|0
Qual serviço da AWS permite a execução de tarefas de computação em resposta a eventos?|AWS Lambda|Amazon EC2|Amazon RDS|AWS CloudTrail|0
Qual serviço da AWS oferece uma solução de banco de dados relacional gerenciado para alta disponibilidade?|Amazon Aurora|Amazon RDS|Amazon DynamoDB|Amazon Redshift|0
Qual serviço da AWS permite a criação de pipelines de dados ETL serverless?|AWS Glue|Amazon Kinesis|Amazon EMR|Amazon Redshift|0
Qual serviço da AWS oferece uma solução de gerenciamento de custos e utilização de recursos?|AWS Cost Explorer|AWS Budgets|AWS Pricing Calculator|AWS Organizations|0
Qual serviço da AWS permite a criação de fluxos de trabalho serverless que orquestram múltiplos serviços da AWS?|AWS Step Functions|AWS Lambda|Amazon EventBridge|Amazon SNS|0
Qual serviço da AWS oferece uma solução de gerenciamento de certificados SSL/TLS?|AWS Certificate Manager|AWS IAM|Amazon CloudFront|AWS WAF|0
Qual serviço da AWS permite a transferência segura de dados entre dispositivos locais e a AWS?|AWS DataSync|AWS Snowball|AWS Transfer for SFTP|Amazon S3|0
Qual serviço da AWS é usado para migração de bancos de dados para a nuvem?|AWS DMS|Amazon RDS|AWS Glue|AWS Data Pipeline|0
Qual serviço da AWS é utilizado para criar redes privadas virtuais?|Amazon VPC|AWS IAM|Amazon S3|AWS CloudFront|0
Qual serviço da AWS permite a análise de dados em tempo real usando SQL?|Amazon Kinesis Data Analytics|Amazon Athena|AWS Glue|Amazon Redshift|0
Qual serviço da AWS fornece uma solução de machine learning para análise de sentimentos?|Amazon Comprehend|Amazon SageMaker|Amazon Rekognition|Amazon Polly|0
Qual serviço da AWS permite a interação com clientes através de chatbots?|Amazon Lex|Amazon Polly|Amazon Comprehend|Amazon Rekognition|0
Qual serviço da AWS oferece uma solução de segurança para proteger aplicações web contra exploits comuns?|AWS WAF|AWS Shield|Amazon GuardDuty|AWS IAM|0
Qual serviço da AWS permite a automação de tarefas de TI e gerenciamento de recursos?|AWS Systems Manager|AWS Config|AWS CloudTrail|AWS CloudFormation|0
Qual serviço da AWS oferece uma solução de banco de dados em memória para latência ultra baixa?|Amazon ElastiCache|Amazon RDS|Amazon DynamoDB|Amazon Redshift|0
Qual serviço da AWS permite a execução de consultas SQL diretamente em dados armazenados no Amazon S3?|Amazon Athena|Amazon Redshift|Amazon EMR|Amazon RDS|0
Qual serviço da AWS oferece uma solução de armazenamento de arquivos altamente disponível e escalável?|Amazon EFS|Amazon S3|Amazon EBS|AWS Storage Gateway|1
Qual serviço da AWS é utilizado para criar e gerenciar redes de entrega de conteúdo (CDN)?|Amazon CloudFront|AWS WAF|Amazon S3|AWS Direct Connect|0
Qual serviço da AWS permite a implementação de bancos de dados relacionais escaláveis e de alta performance?|Amazon Aurora|Amazon RDS|Amazon DynamoDB|Amazon Redshift|0
Qual serviço da AWS oferece uma solução de controle de acesso granular para recursos na nuvem?|AWS IAM|AWS Shield|AWS Config|Amazon GuardDuty|0
Qual serviço da AWS é utilizado para criar e gerenciar clusters de Kubernetes?|Amazon EKS|Amazon ECS|AWS Fargate|AWS Lambda|0
Qual serviço da AWS oferece uma solução de análise de big data com Apache Spark?|Amazon EMR|AWS Glue|Amazon Athena|Amazon Redshift|0
Qual serviço da AWS permite a integração de aplicativos com serviços de mensagens?|Amazon SQS|Amazon SNS|Amazon MQ|Amazon EventBridge|2
Qual serviço da AWS é utilizado para monitoramento de segurança e conformidade de contas da AWS?|Amazon GuardDuty|AWS Shield|AWS Config|AWS CloudTrail|0
Qual serviço da AWS oferece uma solução de gerenciamento de identidades e acessos para aplicações web e móveis?|Amazon Cognito|AWS IAM|Amazon S3|AWS CloudFront|0
Qual serviço da AWS permite a criação de serviços RESTful APIs escaláveis e seguras?|Amazon API Gateway|AWS Lambda|Amazon CloudFront|AWS WAF|0
Qual serviço da AWS oferece uma solução de análise de logs centralizada?|Amazon CloudWatch Logs|AWS CloudTrail|AWS Config|AWS Systems Manager|0
Qual serviço da AWS permite a execução de tarefas de computação em resposta a eventos?|AWS Lambda|Amazon EC2|Amazon RDS|AWS CloudTrail|0
Qual serviço da AWS oferece uma solução de banco de dados relacional gerenciado para alta disponibilidade?|Amazon Aurora|Amazon RDS|Amazon DynamoDB|Amazon Redshift|0
Qual serviço da AWS permite a criação de pipelines de dados ETL serverless?|AWS Glue|Amazon Kinesis|Amazon EMR|Amazon Redshift|0
Qual serviço da AWS oferece uma solução de análise de dados em tempo real?|Amazon Kinesis Data Streams|AWS Glue|Amazon EMR|Amazon Athena|0
Qual serviço da AWS é utilizado para criar e gerenciar redes VPN seguras?|AWS VPN|Amazon VPC|AWS Direct Connect|AWS CloudFront|0
Qual serviço da AWS permite a transferência de grandes volumes de dados para a AWS de forma física?|AWS Snowball|AWS DataSync|AWS Transfer for SFTP|Amazon S3|0
Qual serviço da AWS oferece uma solução de banco de dados escalável para dados em grafos?|Amazon Neptune|Amazon RDS|Amazon DynamoDB|Amazon Redshift|0
Qual serviço da AWS permite a análise de dados de IoT em tempo real?|AWS IoT Analytics|AWS IoT Core|AWS Greengrass|AWS IoT Device Management|0
Qual serviço da AWS é utilizado para criar uma rede de entrega de conteúdo (CDN) global?|Amazon CloudFront|AWS Global Accelerator|AWS Direct Connect|Amazon Route 53|0
Qual serviço da AWS oferece uma solução de gerenciamento de conformidade e auditoria?|AWS Config|AWS CloudTrail|AWS Systems Manager|AWS CloudFormation|0
Qual serviço da AWS permite a execução de contêineres Docker sem gerenciar servidores?|AWS Fargate|Amazon ECS|AWS Lambda|Amazon EKS|0
Qual serviço da AWS oferece uma solução de banco de dados gerenciado para dados de grafos?|Amazon Neptune|Amazon RDS|Amazon DynamoDB|Amazon Redshift|0
Qual serviço da AWS permite a criação de aplicações móveis e web com APIs em tempo real?|AWS AppSync|Amazon API Gateway|AWS Lambda|Amazon EC2|0
Qual serviço da AWS permite a transferência de grandes volumes de dados usando rede dedicada?|AWS Direct Connect|AWS Snowball|AWS DataSync|AWS Transfer for SFTP|0
Qual serviço da AWS oferece uma solução de segurança para aplicações web e proteção contra DDoS?|AWS WAF|AWS Shield|Amazon GuardDuty|AWS IAM|1
Qual serviço da AWS permite a criação de aplicações de aprendizado de máquina sem experiência prévia em ML?|Amazon SageMaker|Amazon Lex|Amazon Comprehend|Amazon Rekognition|0
Qual serviço da AWS oferece uma solução de análise de dados em escala petabyte?|Amazon Redshift|Amazon RDS|Amazon DynamoDB|Amazon S3|0
Qual serviço da AWS permite a criação de aplicativos serverless com integração a outros serviços da AWS?|AWS Lambda|Amazon EC2|Amazon RDS|AWS CloudTrail|0
Qual serviço da AWS oferece uma solução de gerenciamento de inventário de recursos de TI?|AWS Systems Manager|AWS Config|AWS CloudTrail|AWS CloudFormation|0
Qual serviço da AWS permite a coleta e análise de dados de sensores IoT?|AWS IoT Core|AWS IoT Analytics|AWS Greengrass|AWS IoT Device Management|1
Qual serviço da AWS oferece uma solução de armazenamento de objetos altamente disponível e escalável?|Amazon S3|Amazon EFS|Amazon EBS|AWS Storage Gateway|0
Qual serviço da AWS permite a criação de consultas SQL em dados não estruturados?|Amazon Athena|Amazon Redshift|Amazon EMR|Amazon RDS|0
Qual serviço da AWS oferece uma solução de aprendizado de máquina para análise de imagens e vídeos?|Amazon Rekognition|Amazon Polly|Amazon Comprehend|Amazon Translate|0
Qual serviço da AWS permite a criação de pipelines de entrega contínua (CI/CD)?|AWS CodePipeline|AWS CodeDeploy|AWS CodeBuild|AWS CodeCommit|0
Qual serviço da AWS oferece uma solução de gerenciamento de identidades e acessos centralizado?|AWS IAM|AWS Organizations|AWS CloudTrail|AWS Config|1
Qual serviço da AWS permite a criação de redes privadas virtuais (VPN)?|AWS VPN|Amazon VPC|AWS Direct Connect|AWS CloudFront|1
Qual serviço da AWS oferece uma solução de monitoramento de segurança e conformidade de contas da AWS?|Amazon GuardDuty|AWS Shield|AWS Config|AWS CloudTrail|0
Qual serviço da AWS permite a execução de contêineres gerenciados pelo Kubernetes?|Amazon EKS|Amazon ECS|AWS Fargate|AWS Lambda|0
Qual serviço da AWS oferece uma solução de análise de logs centralizada?|Amazon CloudWatch Logs|AWS CloudTrail|AWS Config|AWS Systems Manager|0
Qual serviço da AWS permite a coleta e visualização de métricas de desempenho de aplicações?|Amazon CloudWatch|AWS CloudTrail|AWS Config|Amazon RDS|0
Qual serviço da AWS oferece uma solução de banco de dados NoSQL altamente escalável?|Amazon DynamoDB|Amazon RDS|Amazon Aurora|Amazon Redshift|0
Qual serviço da AWS permite a criação e gerenciamento de redes virtuais na nuvem?|Amazon VPC|AWS IAM|Amazon S3|AWS CloudFront|0
Qual serviço da AWS permite a execução de tarefas de computação sem provisionar servidores?|AWS Lambda|Amazon EC2|Amazon RDS|AWS CloudTrail|0
Qual serviço da AWS oferece uma solução de análise de dados de streaming em tempo real?|Amazon Kinesis Data Streams|AWS Glue|Amazon EMR|Amazon|0
